day,small_household_energy_kwh,medium_household_energy_kwh,large_household_energy_kwh,small_household_water_m3,medium_household_water_m3,large_household_water_m3,office_admin_energy_kwh,non_conditioned_warehouse_energy_kwh,climate_controlled_warehouse_energy_kwh,chilled_warehouse_energy_kwh,meeting_hall_energy_kwh,workshop_maintenance_energy_kwh,office_admin_water_m3,non_conditioned_warehouse_water_m3,climate_controlled_warehouse_water_m3,chilled_warehouse_water_m3,meeting_hall_water_m3,workshop_maintenance_water_m3,total_household_energy_kwh,total_building_energy_kwh,total_community_energy_kwh,total_household_water_m3,total_building_water_m3,total_water_m3
2010-05-11,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.375,19.34,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.32,816.07,17.655,12.765,30.42
2010-05-12,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,24.225,17.23,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,145.355,737.855,16.05,11.655,27.705
2010-05-13,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,24.225,17.23,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,145.355,737.855,16.05,11.655,27.705
2010-05-14,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.375,19.34,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.32,816.07,17.655,12.765,30.42
2010-05-15,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.975,19.17,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.75,815.5,17.655,12.765,30.42
2010-05-16,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.975,19.17,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.75,815.5,17.655,12.765,30.42
2010-05-17,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.525,19.39,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.52,816.27,17.655,12.765,30.42
2010-05-18,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.0,18.36,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.965,812.715,17.655,12.765,30.42
2010-05-19,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.525,19.39,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.52,816.27,17.655,12.765,30.42
2010-05-20,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.9,19.55,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,165.055,816.805,17.655,12.765,30.42
2010-05-21,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.4,18.53,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.535,813.285,17.655,12.765,30.42
2010-05-22,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.425,21.39,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.775,893.775,17.655,12.765,30.42
2010-05-23,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.975,19.98,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,166.56,818.31,17.655,12.765,30.42
2010-05-24,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.725,18.26,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.59,812.34,17.655,12.765,30.42
2010-05-25,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,31.775,20.31,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.045,890.045,17.655,12.765,30.42
2010-05-26,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.65,18.63,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.885,813.635,17.655,12.765,30.42
2010-05-27,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.55,20.63,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.14,891.14,17.655,12.765,30.42
2010-05-28,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.625,21.06,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.645,892.645,17.655,12.765,30.42
2010-05-29,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.575,19.01,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.19,814.94,17.655,12.765,30.42
2010-05-30,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.475,21.01,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.445,892.445,17.655,12.765,30.42
2010-05-31,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.15,20.47,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.58,890.58,17.655,12.765,30.42
2010-06-01,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.475,21.01,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.445,892.445,17.655,12.765,30.42
2010-06-02,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.4,22.2,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.56,896.56,17.655,12.765,30.42
2010-06-03,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.975,19.98,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,166.56,818.31,17.655,12.765,30.42
2010-06-04,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.775,19.5,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.88,816.63,17.655,12.765,30.42
2010-06-05,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.525,19.39,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.52,816.27,17.655,12.765,30.42
2010-06-06,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.9,19.55,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,165.055,816.805,17.655,12.765,30.42
2010-06-07,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.025,20.42,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.405,890.405,17.655,12.765,30.42
2010-06-08,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.225,20.9,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.085,892.085,17.655,12.765,30.42
2010-06-09,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.225,20.9,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.085,892.085,17.655,12.765,30.42
2010-06-10,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.8,21.55,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.31,894.31,17.655,12.765,30.42
2010-06-11,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.825,20.74,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.525,891.525,17.655,12.765,30.42
2010-06-12,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.675,22.31,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.945,896.945,17.655,12.765,30.42
2010-06-13,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.3,20.52,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.78,890.78,17.655,12.765,30.42
2010-06-14,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,40.375,23.82,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,191.155,902.155,17.655,12.765,30.42
2010-06-15,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.95,21.6,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.51,894.51,17.655,12.765,30.42
2010-06-16,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,31.1,20.04,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,166.745,818.495,17.655,12.765,30.42
2010-06-17,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.575,19.82,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,166.0,817.75,17.655,12.765,30.42
2010-06-18,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.8,21.55,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.31,894.31,17.655,12.765,30.42
2010-06-19,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.1,20.85,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.91,891.91,17.655,12.765,30.42
2010-06-20,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.6,21.87,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,184.43,895.43,17.655,12.765,30.42
2010-06-21,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.075,21.66,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.695,894.695,17.655,12.765,30.42
2010-06-22,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.75,21.12,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.83,892.83,17.655,12.765,30.42
2010-06-23,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,31.775,20.31,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.045,890.045,17.655,12.765,30.42
2010-06-24,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.175,19.66,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,165.44,817.19,17.655,12.765,30.42
2010-06-25,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.1,20.85,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.91,891.91,17.655,12.765,30.42
2010-06-26,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.525,22.25,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.735,896.735,17.655,12.765,30.42
2010-06-27,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.95,21.6,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.51,894.51,17.655,12.765,30.42
2010-06-28,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,31.1,20.04,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,166.745,818.495,17.655,12.765,30.42
2010-06-29,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.95,21.6,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.51,894.51,17.655,12.765,30.42
2010-06-30,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.6,21.87,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,184.43,895.43,17.655,12.765,30.42
2010-07-01,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.3,20.52,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.78,890.78,17.655,12.765,30.42
2010-07-02,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.075,21.66,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.695,894.695,17.655,12.765,30.42
2010-07-03,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.95,21.6,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.51,894.51,17.655,12.765,30.42
2010-07-04,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,31.775,20.31,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.045,890.045,17.655,12.765,30.42
2010-07-05,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.875,21.98,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,184.815,895.815,17.655,12.765,30.42
2010-07-06,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.4,22.2,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.56,896.56,17.655,12.765,30.42
2010-07-07,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,37.85,22.79,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,187.6,898.6,17.655,12.765,30.42
2010-07-08,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,37.725,22.74,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,187.425,898.425,17.655,12.765,30.42
2010-07-09,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,31.375,20.15,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,167.13,818.88,17.655,12.765,30.42
2010-07-10,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.55,20.63,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.14,891.14,17.655,12.765,30.42
2010-07-11,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.4,22.2,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.56,896.56,17.655,12.765,30.42
2010-07-12,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.4,22.2,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.56,896.56,17.655,12.765,30.42
2010-07-13,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.525,22.25,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.735,896.735,17.655,12.765,30.42
2010-07-14,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,45.275,25.82,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,198.055,909.055,17.655,12.765,30.42
2010-07-15,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.675,22.31,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.945,896.945,17.655,12.765,30.42
2010-07-16,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,38.125,22.9,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,187.985,898.985,17.655,12.765,30.42
2010-07-17,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,37.725,22.74,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,187.425,898.425,17.655,12.765,30.42
2010-07-18,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.8,22.36,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,186.12,897.12,17.655,12.765,30.42
2010-07-19,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.275,21.33,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.565,893.565,17.655,12.765,30.42
2010-07-20,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,37.075,22.47,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,186.505,897.505,17.655,12.765,30.42
2010-07-21,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.1,20.85,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.91,891.91,17.655,12.765,30.42
2010-07-22,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.425,21.39,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.775,893.775,17.655,12.765,30.42
2010-07-23,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.75,21.12,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.83,892.83,17.655,12.765,30.42
2010-07-24,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.2,21.71,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.87,894.87,17.655,12.765,30.42
2010-07-25,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,41.175,24.14,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,192.275,903.275,17.655,12.765,30.42
2010-07-26,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.05,19.61,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,165.265,817.015,17.655,12.765,30.42
2010-07-27,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.8,22.36,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,186.12,897.12,17.655,12.765,30.42
2010-07-28,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.575,19.82,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,166.0,817.75,17.655,12.765,30.42
2010-07-29,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.625,21.06,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.645,892.645,17.655,12.765,30.42
2010-07-30,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,37.725,22.74,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,187.425,898.425,17.655,12.765,30.42
2010-07-31,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.95,21.6,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.51,894.51,17.655,12.765,30.42
2010-08-01,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,31.775,20.31,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.045,890.045,17.655,12.765,30.42
2010-08-02,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.7,20.69,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.35,891.35,17.655,12.765,30.42
2010-08-03,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.4,22.2,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.56,896.56,17.655,12.765,30.42
2010-08-04,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.55,20.63,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.14,891.14,17.655,12.765,30.42
2010-08-05,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.95,21.6,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.51,894.51,17.655,12.765,30.42
2010-08-06,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.425,21.39,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.775,893.775,17.655,12.765,30.42
2010-08-07,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.55,20.63,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.14,891.14,17.655,12.765,30.42
2010-08-08,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,39.85,23.6,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,190.41,901.41,17.655,12.765,30.42
2010-08-09,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.75,21.93,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,184.64,895.64,17.655,12.765,30.42
2010-08-10,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.575,19.01,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.19,814.94,17.655,12.765,30.42
2010-08-11,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.425,21.39,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.775,893.775,17.655,12.765,30.42
2010-08-12,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.025,20.42,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.405,890.405,17.655,12.765,30.42
2010-08-13,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.0,22.04,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.0,896.0,17.655,12.765,30.42
2010-08-14,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,31.5,20.2,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,178.66,889.66,17.655,12.765,30.42
2010-08-15,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.225,20.9,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.085,892.085,17.655,12.765,30.42
2010-08-16,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.675,21.5,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.135,894.135,17.655,12.765,30.42
2010-08-17,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.6,21.87,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,184.43,895.43,17.655,12.765,30.42
2010-08-18,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.9,19.55,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,165.055,816.805,17.655,12.765,30.42
2010-08-19,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.15,20.47,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.58,890.58,17.655,12.765,30.42
2010-08-20,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,31.625,20.25,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,178.835,889.835,17.655,12.765,30.42
2010-08-21,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.975,19.98,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,166.56,818.31,17.655,12.765,30.42
2010-08-22,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,37.325,22.58,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,186.865,897.865,17.655,12.765,30.42
2010-08-23,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.625,21.06,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.645,892.645,17.655,12.765,30.42
2010-08-24,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.975,19.17,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.75,815.5,17.655,12.765,30.42
2010-08-25,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.675,21.5,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.135,894.135,17.655,12.765,30.42
2010-08-26,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,37.725,22.74,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,187.425,898.425,17.655,12.765,30.42
2010-08-27,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.675,21.5,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.135,894.135,17.655,12.765,30.42
2010-08-28,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.8,18.69,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.095,813.845,17.655,12.765,30.42
2010-08-29,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.3,19.71,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,165.615,817.365,17.655,12.765,30.42
2010-08-30,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.8,21.55,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.31,894.31,17.655,12.765,30.42
2010-08-31,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.375,19.34,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.32,816.07,17.655,12.765,30.42
2010-09-01,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.3,20.52,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.78,890.78,17.655,12.765,30.42
2010-09-02,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.1,20.85,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.91,891.91,17.655,12.765,30.42
2010-09-03,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.325,18.9,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.83,814.58,17.655,12.765,30.42
2010-09-04,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.45,19.77,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,165.825,817.575,17.655,12.765,30.42
2010-09-05,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.825,16.26,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,141.985,734.485,16.05,11.655,27.705
2010-09-06,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.525,18.58,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.71,813.46,17.655,12.765,30.42
2010-09-07,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.375,19.34,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.32,816.07,17.655,12.765,30.42
2010-09-08,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.6,18.2,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.405,812.155,17.655,12.765,30.42
2010-09-09,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.025,21.23,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.215,893.215,17.655,12.765,30.42
2010-09-10,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,25.8,17.88,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,159.285,811.035,17.655,12.765,30.42
2010-09-11,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.2,18.85,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.655,814.405,17.655,12.765,30.42
2010-09-12,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.525,19.39,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.52,816.27,17.655,12.765,30.42
2010-09-13,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.825,20.74,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.525,891.525,17.655,12.765,30.42
2010-09-14,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,25.0,17.55,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,158.155,809.905,17.655,12.765,30.42
2010-09-15,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,31.625,20.25,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,178.835,889.835,17.655,12.765,30.42
2010-09-16,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.45,18.96,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.015,814.765,17.655,12.765,30.42
2010-09-17,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,25.675,17.82,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,159.1,810.85,17.655,12.765,30.42
2010-09-18,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.25,19.28,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.135,815.885,17.655,12.765,30.42
2010-09-19,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.325,18.9,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.83,814.58,17.655,12.765,30.42
